a,aa_after,bg_after,bg_before,chunk,cut_before,cut_next,delta,executed,k,micro,occ_mid,reward_exec,reward_raw,shielded,tt_after
2,26.13020249323923,0.2,0.2,97,172.0,172.0,0.0,,8,486,0.0013000000035390258,,-0.5536348510327307,,98.52618599519761
1,26.408548248796254,0.2,0.2,97,172.0,171.0,-1.0,,9,486,0.0013000000035390258,,-0.6529120228482438,,98.56772016354078
2,26.13020249323923,0.2,0.2,97,172.0,172.0,0.0,,10,486,0.0013000000035390258,,-0.5536348510327307,,98.52618599519761
1,26.408548248796254,0.2,0.2,97,172.0,171.0,-1.0,,11,486,0.0013000000035390258,,-0.6529120228482438,,98.56772016354078
1,26.408548248796254,0.2,0.2,97,172.0,171.0,-1.0,,12,486,0.0013000000035390258,,-0.6529120228482438,,98.56772016354078
2,26.13020249323923,0.2,0.2,97,172.0,172.0,0.0,,13,486,0.0013000000035390258,,-0.5536348510327307,,98.52618599519761
2,26.13020249323923,0.2,0.2,97,172.0,172.0,0.0,,14,486,0.0013000000035390258,,-0.5536348510327307,,98.52618599519761
2,26.13020249323923,0.2,0.2,97,172.0,172.0,0.0,,15,486,0.0013000000035390258,,-0.5536348510327307,,98.52618599519761
2,26.681617307565464,0.2,0.2,97,172.0,170.0,-2.0,1,0,486,0.0013000000035390258,-0.7521737892021183,-0.5536348223686218,1,98.61574404568759
2,26.681617307565464,0.23,0.23,97,170.0,170.0,0.0,,0,487,0.0013000000035390258,,0.807826210797882,,98.61574404568759
2,26.681617307565464,0.23,0.23,97,170.0,170.0,0.0,,1,487,0.0013000000035390258,,0.807826210797882,,98.61574404568759
2,26.681617307565464,0.23,0.23,97,170.0,170.0,0.0,,2,487,0.0013000000035390258,,0.807826210797882,,98.61574404568759
1,26.949409669546863,0.23,0.23,97,170.0,169.0,-1.0,,3,487,0.0013000000035390258,,0.7084708227137456,,98.64300084366279
3,26.408548248796254,0.23,0.23,97,170.0,171.0,1.0,,4,487,0.0013000000035390258,,0.7070879771517563,,98.56772016354078
2,26.681617307565464,0.23,0.23,97,170.0,170.0,0.0,,5,487,0.0013000000035390258,,0.807826210797882,,98.61574404568759
2,26.681617307565464,0.23,0.23,97,170.0,170.0,0.0,,6,487,0.0013000000035390258,,0.807826210797882,,98.61574404568759
2,26.681617307565464,0.23,0.23,97,170.0,170.0,0.0,,7,487,0.0013000000035390258,,0.807826210797882,,98.61574404568759
2,26.681617307565464,0.23,0.23,97,170.0,170.0,0.0,,8,487,0.0013000000035390258,,0.807826210797882,,98.61574404568759
2,26.681617307565464,0.23,0.23,97,170.0,170.0,0.0,,9,487,0.0013000000035390258,,0.807826210797882,,98.61574404568759
1,26.949409669546863,0.23,0.23,97,170.0,169.0,-1.0,,10,487,0.0013000000035390258,,0.7084708227137456,,98.64300084366279
2,26.681617307565464,0.23,0.23,97,170.0,170.0,0.0,,11,487,0.0013000000035390258,,0.807826210797882,,98.61574404568759
2,26.681617307565464,0.23,0.23,97,170.0,170.0,0.0,,12,487,0.0013000000035390258,,0.807826210797882,,98.61574404568759
2,26.681617307565464,0.23,0.23,97,170.0,170.0,0.0,,13,487,0.0013000000035390258,,0.807826210797882,,98.61574404568759
1,26.949409669546863,0.23,0.23,97,170.0,169.0,-1.0,,14,487,0.0013000000035390258,,0.7084708227137456,,98.64300084366279
2,26.681617307565464,0.23,0.23,97,170.0,170.0,0.0,,15,487,0.0013000000035390258,,0.807826210797882,,98.61574404568759
2,26.681617307565464,0.23,0.23,97,170.0,170.0,0.0,1,0,487,0.0013000000035390258,0.807826210797882,0.8078262209892273,0,98.61574404568759
2,26.681617307565464,0.21,0.21,97,170.0,170.0,0.0,,0,488,0.0012000000569969416,,-0.15217378920211905,,98.61574404568759
2,26.681617307565464,0.21,0.21,97,170.0,170.0,0.0,,1,488,0.0012000000569969416,,-0.15217378920211905,,98.61574404568759
2,26.681617307565464,0.21,0.21,97,170.0,170.0,0.0,,2,488,0.0012000000569969416,,-0.15217378920211905,,98.61574404568759
2,26.681617307565464,0.21,0.21,97,170.0,170.0,0.0,,3,488,0.0012000000569969416,,-0.15217378920211905,,98.61574404568759
2,26.681617307565464,0.21,0.21,97,170.0,170.0,0.0,,4,488,0.0012000000569969416,,-0.15217378920211905,,98.61574404568759
2,26.681617307565464,0.21,0.21,97,170.0,170.0,0.0,,5,488,0.0012000000569969416,,-0.15217378920211905,,98.61574404568759
2,26.681617307565464,0.21,0.21,97,170.0,170.0,0.0,,6,488,0.0012000000569969416,,-0.15217378920211905,,98.61574404568759
2,26.681617307565464,0.21,0.21,97,170.0,170.0,0.0,,7,488,0.0012000000569969416,,-0.15217378920211905,,98.61574404568759
2,26.681617307565464,0.21,0.21,97,170.0,170.0,0.0,,8,488,0.0012000000569969416,,-0.15217378920211905,,98.61574404568759
2,26.681617307565464,0.21,0.21,97,170.0,170.0,0.0,,9,488,0.0012000000569969416,,-0.15217378920211905,,98.61574404568759
3,26.408548248796254,0.21,0.21,97,170.0,171.0,1.0,,10,488,0.0012000000569969416,,-0.25291202284824466,,98.56772016354078
2,26.681617307565464,0.21,0.21,97,170.0,170.0,0.0,,11,488,0.0012000000569969416,,-0.15217378920211905,,98.61574404568759
2,26.681617307565464,0.21,0.21,97,170.0,170.0,0.0,,12,488,0.0012000000569969416,,-0.15217378920211905,,98.61574404568759
2,26.681617307565464,0.21,0.21,97,170.0,170.0,0.0,,13,488,0.0012000000569969416,,-0.15217378920211905,,98.61574404568759
2,26.681617307565464,0.21,0.21,97,170.0,170.0,0.0,,14,488,0.0012000000569969416,,-0.15217378920211905,,98.61574404568759
2,26.681617307565464,0.21,0.21,97,170.0,170.0,0.0,,15,488,0.0012000000569969416,,-0.15217378920211905,,98.61574404568759
2,27.180265154013586,0.21,0.21,97,170.0,168.0,-2.0,1,0,488,0.0012000000569969416,-0.3509195008425994,-0.15217378735542297,1,98.67999221234344
2,27.180265154013586,0.25,0.25,97,168.0,168.0,0.0,,0,489,0.0012000000569969416,,1.449080499157401,,98.67999221234344
2,27.180265154013586,0.25,0.25,97,168.0,168.0,0.0,,1,489,0.0012000000569969416,,1.449080499157401,,98.67999221234344
2,27.180265154013586,0.25,0.25,97,168.0,168.0,0.0,,2,489,0.0012000000569969416,,1.449080499157401,,98.67999221234344
2,27.180265154013586,0.25,0.25,97,168.0,168.0,0.0,,3,489,0.0012000000569969416,,1.449080499157401,,98.67999221234344
2,27.180265154013586,0.25,0.25,97,168.0,168.0,0.0,,4,489,0.0012000000569969416,,1.449080499157401,,98.67999221234344
3,26.949409669546863,0.25,0.25,97,168.0,169.0,1.0,,5,489,0.0012000000569969416,,1.3484708227137447,,98.64300084366279
2,27.180265154013586,0.25,0.25,97,168.0,168.0,0.0,,6,489,0.0012000000569969416,,1.449080499157401,,98.67999221234344
0,27.748829232900203,0.26,0.25,97,168.0,166.0,-2.0,,7,489,0.0012000000569969416,,1.0425317294632692,,98.75851774936726
2,27.180265154013586,0.25,0.25,97,168.0,168.0,0.0,,8,489,0.0012000000569969416,,1.449080499157401,,98.67999221234344
4,26.681617307565464,0.25,0.25,97,168.0,170.0,2.0,,9,489,0.0012000000569969416,,1.2478262107978813,,98.61574404568759
2,27.180265154013586,0.25,0.25,97,168.0,168.0,0.0,,10,489,0.0012000000569969416,,1.449080499157401,,98.67999221234344
2,27.180265154013586,0.25,0.25,97,168.0,168.0,0.0,,11,489,0.0012000000569969416,,1.449080499157401,,98.67999221234344
2,27.180265154013586,0.25,0.25,97,168.0,168.0,0.0,,12,489,0.0012000000569969416,,1.449080499157401,,98.67999221234344
2,27.180265154013586,0.25,0.25,97,168.0,168.0,0.0,,13,489,0.0012000000569969416,,1.449080499157401,,98.67999221234344
3,26.949409669546863,0.25,0.25,97,168.0,169.0,1.0,,14,489,0.0012000000569969416,,1.3484708227137447,,98.64300084366279
3,26.949409669546863,0.25,0.25,97,168.0,169.0,1.0,,15,489,0.0012000000569969416,,1.3484708227137447,,98.64300084366279
2,27.180265154013586,0.25,0.25,97,168.0,168.0,0.0,1,0,489,0.0012000000569969416,1.449080499157401,1.449080467224121,0,98.67999221234344
2,27.18146921869435,0.27,0.27,98,168.0,168.0,0.0,,0,490,0.0017000000225380063,,0.8090807570392318,,98.67945465046105
2,27.18146921869435,0.27,0.27,98,168.0,168.0,0.0,,1,490,0.0017000000225380063,,0.8090807570392318,,98.67945465046105
2,27.18146921869435,0.27,0.27,98,168.0,168.0,0.0,,2,490,0.0017000000225380063,,0.8090807570392318,,98.67945465046105
2,27.18146921869435,0.27,0.27,98,168.0,168.0,0.0,,3,490,0.0017000000225380063,,0.8090807570392318,,98.67945465046105
2,27.18146921869435,0.27,0.27,98,168.0,168.0,0.0,,4,490,0.0017000000225380063,,0.8090807570392318,,98.67945465046105
2,27.18146921869435,0.27,0.27,98,168.0,168.0,0.0,,5,490,0.0017000000225380063,,0.8090807570392318,,98.67945465046105
2,27.18146921869435,0.27,0.27,98,168.0,168.0,0.0,,6,490,0.0017000000225380063,,0.8090807570392318,,98.67945465046105
2,27.18146921869435,0.27,0.27,98,168.0,168.0,0.0,,7,490,0.0017000000225380063,,0.8090807570392318,,98.67945465046105
3,26.95062591512881,0.25,0.27,98,168.0,169.0,1.0,,8,490,0.0017000000225380063,,1.1564711174396223,,98.64246640234128
2,27.18146921869435,0.27,0.27,98,168.0,168.0,0.0,,9,490,0.0017000000225380063,,0.8090807570392318,,98.67945465046105
2,27.18146921869435,0.27,0.27,98,168.0,168.0,0.0,,10,490,0.0017000000225380063,,0.8090807570392318,,98.67945465046105
2,27.18146921869435,0.27,0.27,98,168.0,168.0,0.0,,11,490,0.0017000000225380063,,0.8090807570392318,,98.67945465046105
2,27.18146921869435,0.27,0.27,98,168.0,168.0,0.0,,12,490,0.0017000000225380063,,0.8090807570392318,,98.67945465046105
3,26.95062591512881,0.25,0.27,98,168.0,169.0,1.0,,13,490,0.0017000000225380063,,1.1564711174396223,,98.64246640234128
2,27.18146921869435,0.27,0.27,98,168.0,168.0,0.0,,14,490,0.0017000000225380063,,0.8090807570392318,,98.67945465046105
2,27.18146921869435,0.27,0.27,98,168.0,168.0,0.0,,15,490,0.0017000000225380063,,0.8090807570392318,,98.67945465046105
3,26.95062591512881,0.25,0.27,98,168.0,169.0,1.0,1,8,490,0.0017000000225380063,1.1564711174396223,1.1564711332321167,0,98.64246640234128
1,27.18146921869435,0.3,0.29,98,169.0,168.0,-1.0,,0,491,0.002099999925121665,,-0.6989192429607666,,98.67945465046105
2,26.95062591512881,0.29,0.29,98,169.0,169.0,0.0,,1,491,0.002099999925121665,,-0.15152888256037644,,98.64246640234128
2,26.95062591512881,0.29,0.29,98,169.0,169.0,0.0,,2,491,0.002099999925121665,,-0.15152888256037644,,98.64246640234128
2,26.95062591512881,0.29,0.29,98,169.0,169.0,0.0,,3,491,0.002099999925121665,,-0.15152888256037644,,98.64246640234128
3,26.682847682992783,0.29,0.29,98,169.0,170.0,1.0,,4,491,0.002099999925121665,,-0.25217345701910665,,98.61521190372673
2,26.95062591512881,0.29,0.29,98,169.0,169.0,0.0,,5,491,0.002099999925121665,,-0.15152888256037644,,98.64246640234128
2,26.95062591512881,0.29,0.29,98,169.0,169.0,0.0,,6,491,0.002099999925121665,,-0.15152888256037644,,98.64246640234128
2,26.95062591512881,0.29,0.29,98,169.0,169.0,0.0,,7,491,0.002099999925121665,,-0.15152888256037644,,98.64246640234128
3,26.682847682992783,0.29,0.29,98,169.0,170.0,1.0,,8,491,0.002099999925121665,,-0.25217345701910665,,98.61521190372673
2,26.95062591512881,0.29,0.29,98,169.0,169.0,0.0,,9,491,0.002099999925121665,,-0.15152888256037644,,98.64246640234128
1,27.18146921869435,0.3,0.29,98,169.0,168.0,-1.0,,10,491,0.002099999925121665,,-0.6989192429607666,,98.67945465046105
2,26.95062591512881,0.29,0.29,98,169.0,169.0,0.0,,11,491,0.002099999925121665,,-0.15152888256037644,,98.64246640234128
2,26.95062591512881,0.29,0.29,98,169.0,169.0,0.0,,12,491,0.002099999925121665,,-0.15152888256037644,,98.64246640234128
2,26.95062591512881,0.29,0.29,98,169.0,169.0,0.0,,13,491,0.002099999925121665,,-0.15152888256037644,,98.64246640234128
0,27.48882058858447,0.3,0.29,98,169.0,167.0,-2.0,,14,491,0.002099999925121665,,-0.7981462045623684,,98.71903856511554
2,26.95062591512881,0.29,0.29,98,169.0,169.0,0.0,,15,491,0.002099999925121665,,-0.15152888256037644,,98.64246640234128
2,26.40847392789774,0.28,0.29,98,169.0,171.0,2.0,1,1,491,0.002099999925121665,-0.0009142838528675215,-0.15152888000011444,1,98.5671920728344
2,26.40847392789774,0.28,0.28,98,171.0,171.0,0.0,,0,492,0.0012000000569969416,,0.24708571614713204,,98.5671920728344
2,26.40847392789774,0.28,0.28,98,171.0,171.0,0.0,,1,492,0.0012000000569969416,,0.24708571614713204,,98.5671920728344
1,26.682847682992783,0.29,0.28,98,171.0,170.0,-1.0,,2,492,0.0012000000569969416,,-0.3001734570191062,,98.61521190372673
2,26.40847392789774,0.28,0.28,98,171.0,171.0,0.0,,3,492,0.0012000000569969416,,0.24708571614713204,,98.5671920728344
3,26.13014285902729,0.27,0.28,98,171.0,172.0,1.0,,4,492,0.0012000000569969416,,0.658362931351169,,98.52566140827888
2,26.40847392789774,0.28,0.28,98,171.0,171.0,0.0,,5,492,0.0012000000569969416,,0.24708571614713204,,98.5671920728344
2,26.40847392789774,0.28,0.28,98,171.0,171.0,0.0,,6,492,0.0012000000569969416,,0.24708571614713204,,98.5671920728344
2,26.40847392789774,0.28,0.28,98,171.0,171.0,0.0,,7,492,0.0012000000569969416,,0.24708571614713204,,98.5671920728344
2,26.40847392789774,0.28,0.28,98,171.0,171.0,0.0,,8,492,0.0012000000569969416,,0.24708571614713204,,98.5671920728344
2,26.40847392789774,0.28,0.28,98,171.0,171.0,0.0,,9,492,0.0012000000569969416,,0.24708571614713204,,98.5671920728344
2,26.40847392789774,0.28,0.28,98,171.0,171.0,0.0,,10,492,0.0012000000569969416,,0.24708571614713204,,98.5671920728344
2,26.40847392789774,0.28,0.28,98,171.0,171.0,0.0,,11,492,0.0012000000569969416,,0.24708571614713204,,98.5671920728344
2,26.40847392789774,0.28,0.28,98,171.0,171.0,0.0,,12,492,0.0012000000569969416,,0.24708571614713204,,98.5671920728344
2,26.40847392789774,0.28,0.28,98,171.0,171.0,0.0,,13,492,0.0012000000569969416,,0.24708571614713204,,98.5671920728344
2,26.40847392789774,0.28,0.28,98,171.0,171.0,0.0,,14,492,0.0012000000569969416,,0.24708571614713204,,98.5671920728344
2,26.40847392789774,0.28,0.28,98,171.0,171.0,0.0,,15,492,0.0012000000569969416,,0.24708571614713204,,98.5671920728344
3,25.857088208524054,0.27,0.28,98,171.0,173.0,2.0,1,4,492,0.0012000000569969416,0.5576325297261973,0.6583629250526428,1,98.47958832728759
2,25.857088208524054,0.24,0.24,98,173.0,173.0,0.0,,0,493,0.0017999999690800905,,1.2856325297261981,,98.47958832728759
2,25.857088208524054,0.24,0.24,98,173.0,173.0,0.0,,1,493,0.0017999999690800905,,1.2856325297261981,,98.47958832728759
2,25.857088208524054,0.24,0.24,98,173.0,173.0,0.0,,2,493,0.0017999999690800905,,1.2856325297261981,,98.47958832728759
2,25.857088208524054,0.24,0.24,98,173.0,173.0,0.0,,3,493,0.0017999999690800905,,1.2856325297261981,,98.47958832728759
2,25.857088208524054,0.24,0.24,98,173.0,173.0,0.0,,4,493,0.0017999999690800905,,1.2856325297261981,,98.47958832728759
2,25.857088208524054,0.24,0.24,98,173.0,173.0,0.0,,5,493,0.0017999999690800905,,1.2856325297261981,,98.47958832728759
2,25.857088208524054,0.24,0.24,98,173.0,173.0,0.0,,6,493,0.0017999999690800905,,1.2856325297261981,,98.47958832728759
1,26.13014285902729,0.27,0.24,98,173.0,172.0,-1.0,,7,493,0.0017999999690800905,,0.27436293135116824,,98.52566140827888
2,25.857088208524054,0.24,0.24,98,173.0,173.0,0.0,,8,493,0.0017999999690800905,,1.2856325297261981,,98.47958832728759
2,25.857088208524054,0.24,0.24,98,173.0,173.0,0.0,,9,493,0.0017999999690800905,,1.2856325297261981,,98.47958832728759
2,25.857088208524054,0.24,0.24,98,173.0,173.0,0.0,,10,493,0.0017999999690800905,,1.2856325297261981,,98.47958832728759
2,25.857088208524054,0.24,0.24,98,173.0,173.0,0.0,,11,493,0.0017999999690800905,,1.2856325297261981,,98.47958832728759
2,25.857088208524054,0.24,0.24,98,173.0,173.0,0.0,,12,493,0.0017999999690800905,,1.2856325297261981,,98.47958832728759
2,25.857088208524054,0.24,0.24,98,173.0,173.0,0.0,,13,493,0.0017999999690800905,,1.2856325297261981,,98.47958832728759
2,25.857088208524054,0.24,0.24,98,173.0,173.0,0.0,,14,493,0.0017999999690800905,,1.2856325297261981,,98.47958832728759
2,25.857088208524054,0.24,0.24,98,173.0,173.0,0.0,,15,493,0.0017999999690800905,,1.2856325297261981,,98.47958832728759
2,25.857088208524054,0.24,0.24,98,173.0,173.0,0.0,1,0,493,0.0017999999690800905,1.2856325297261981,1.2856324911117554,0,98.47958832728759
2,25.857088208524054,0.26,0.26,98,173.0,173.0,0.0,,0,494,0.0007999999797903001,,1.2856325297261981,,98.47958832728759
2,25.857088208524054,0.26,0.26,98,173.0,173.0,0.0,,1,494,0.0007999999797903001,,1.2856325297261981,,98.47958832728759
3,25.613053859040484,0.25,0.26,98,173.0,174.0,1.0,,2,494,0.0007999999797903001,,1.2969549773701967,,98.43221741302895
2,25.857088208524054,0.26,0.26,98,173.0,173.0,0.0,,3,494,0.0007999999797903001,,1.2856325297261981,,98.47958832728759
4,25.345275626904456,0.25,0.26,98,173.0,175.0,2.0,,4,494,0.0007999999797903001,,1.196193597917404,,98.37576166589878
2,25.857088208524054,0.26,0.26,98,173.0,173.0,0.0,,5,494,0.0007999999797903001,,1.2856325297261981,,98.47958832728759
3,25.613053859040484,0.25,0.26,98,173.0,174.0,1.0,,6,494,0.0007999999797903001,,1.2969549773701967,,98.43221741302895
2,25.857088208524054,0.26,0.26,98,173.0,173.0,0.0,,7,494,0.0007999999797903001,,1.2856325297261981,,98.47958832728759
1,26.13014285902729,0.26,0.26,98,173.0,172.0,-1.0,,8,494,0.0007999999797903001,,1.1863629313511699,,98.52566140827888
3,25.613053859040484,0.25,0.26,98,173.0,174.0,1.0,,9,494,0.0007999999797903001,,1.2969549773701967,,98.43221741302895
4,25.345275626904456,0.25,0.26,98,173.0,175.0,2.0,,10,494,0.0007999999797903001,,1.196193597917404,,98.37576166589878
2,25.857088208524054,0.26,0.26,98,173.0,173.0,0.0,,11,494,0.0007999999797903001,,1.2856325297261981,,98.47958832728759
2,25.857088208524054,0.26,0.26,98,173.0,173.0,0.0,,12,494,0.0007999999797903001,,1.2856325297261981,,98.47958832728759
2,25.857088208524054,0.26,0.26,98,173.0,173.0,0.0,,13,494,0.0007999999797903001,,1.2856325297261981,,98.47958832728759
2,25.857088208524054,0.26,0.26,98,173.0,173.0,0.0,,14,494,0.0007999999797903001,,1.2856325297261981,,98.47958832728759
2,25.857088208524054,0.26,0.26,98,173.0,173.0,0.0,,15,494,0.0007999999797903001,,1.2856325297261981,,98.47958832728759
3,25.613053859040484,0.25,0.26,98,173.0,174.0,1.0,1,2,494,0.0007999999797903001,1.2969549773701967,1.2969549894332886,0,98.43221741302895
2,25.613053859040484,0.27,0.27,99,174.0,174.0,0.0,,0,495,0.0010999999940395355,,0.8049549773701956,,98.43221741302895
2,25.613053859040484,0.27,0.27,99,174.0,174.0,0.0,,1,495,0.0010999999940395355,,0.8049549773701956,,98.43221741302895
2,25.613053859040484,0.27,0.27,99,174.0,174.0,0.0,,2,495,0.0010999999940395355,,0.8049549773701956,,98.43221741302895
3,25.345275626904456,0.27,0.27,99,174.0,175.0,1.0,,3,495,0.0010999999940395355,,0.704193597917403,,98.37576166589878
4,25.06826366262581,0.26,0.27,99,174.0,176.0,2.0,,4,495,0.0010999999940395355,,1.035431920666069,,98.32384833520437
2,25.613053859040484,0.27,0.27,99,174.0,174.0,0.0,,5,495,0.0010999999940395355,,0.8049549773701956,,98.43221741302895
3,25.345275626904456,0.27,0.27,99,174.0,175.0,1.0,,6,495,0.0010999999940395355,,0.704193597917403,,98.37576166589878
0,26.13014285902729,0.29,0.27,99,174.0,172.0,-2.0,,7,495,0.0010999999940395355,,-0.5456370686488283,,98.52566140827888
2,25.613053859040484,0.27,0.27,99,174.0,174.0,0.0,,8,495,0.0010999999940395355,,0.8049549773701956,,98.43221741302895
2,25.613053859040484,0.27,0.27,99,174.0,174.0,0.0,,9,495,0.0010999999940395355,,0.8049549773701956,,98.43221741302895
4,25.06826366262581,0.26,0.27,99,174.0,176.0,2.0,,10,495,0.0010999999940395355,,1.035431920666069,,98.32384833520437
2,25.613053859040484,0.27,0.27,99,174.0,174.0,0.0,,11,495,0.0010999999940395355,,0.8049549773701956,,98.43221741302895
2,25.613053859040484,0.27,0.27,99,174.0,174.0,0.0,,12,495,0.0010999999940395355,,0.8049549773701956,,98.43221741302895
2,25.613053859040484,0.27,0.27,99,174.0,174.0,0.0,,13,495,0.0010999999940395355,,0.8049549773701956,,98.43221741302895
2,25.613053859040484,0.27,0.27,99,174.0,174.0,0.0,,14,495,0.0010999999940395355,,0.8049549773701956,,98.43221741302895
2,25.613053859040484,0.27,0.27,99,174.0,174.0,0.0,,15,495,0.0010999999940395355,,0.8049549773701956,,98.43221741302895
4,25.06826366262581,0.26,0.27,99,174.0,176.0,2.0,1,4,495,0.0010999999940395355,1.035431920666069,1.0354318618774414,0,98.32384833520437
2,25.06826366262581,0.25,0.25,99,176.0,176.0,0.0,,0,496,0.0013000000035390258,,1.443431920666069,,98.32384833520437
2,25.06826366262581,0.25,0.25,99,176.0,176.0,0.0,,1,496,0.0013000000035390258,,1.443431920666069,,98.32384833520437
0,25.613053859040484,0.28,0.25,99,176.0,174.0,-2.0,,2,496,0.0013000000035390258,,-0.38704502262980506,,98.43221741302895
2,25.06826366262581,0.25,0.25,99,176.0,176.0,0.0,,3,496,0.0013000000035390258,,1.443431920666069,,98.32384833520437
2,25.06826366262581,0.25,0.25,99,176.0,176.0,0.0,,4,496,0.0013000000035390258,,1.443431920666069,,98.32384833520437
